timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1624534090090,1009,https://server1.cbdbene.com/Seo/get/home,200,OK,Thread Group 1-1,text,true,,731,352,2,2,https://server1.cbdbene.com/Seo/get/home,1006,0,649
1624534091028,451,https://server1.cbdbene.com/Seo/get/home,200,OK,Thread Group 1-2,text,true,,731,352,2,2,https://server1.cbdbene.com/Seo/get/home,450,0,187
1624534092021,423,https://server1.cbdbene.com/Seo/get/home,200,OK,Thread Group 1-3,text,true,,731,352,3,3,https://server1.cbdbene.com/Seo/get/home,422,0,169
1624534091102,1344,https://admin.cbdbene.com/ship/track,200,OK,Thread Group 1-1,text,false,"The operation lasted too long: It took 1,344 milliseconds, but should not have lasted longer than 1,200 milliseconds.",453,445,3,3,https://admin.cbdbene.com/ship/track,1344,0,277
1624534091482,1329,https://admin.cbdbene.com/ship/track,200,OK,Thread Group 1-2,text,false,"The operation lasted too long: It took 1,329 milliseconds, but should not have lasted longer than 1,200 milliseconds.",453,445,3,3,https://admin.cbdbene.com/ship/track,1329,0,188
1624534093005,872,https://server1.cbdbene.com/Seo/get/home,200,OK,Thread Group 1-4,text,true,,731,352,4,4,https://server1.cbdbene.com/Seo/get/home,872,0,399
1624534092447,1996,https://admin.cbdbene.com/ship/track,200,OK,Thread Group 1-3,text,false,"The operation lasted too long: It took 1,996 milliseconds, but should not have lasted longer than 1,200 milliseconds.",453,445,5,5,https://admin.cbdbene.com/ship/track,1996,0,135
1624534094004,2615,https://server1.cbdbene.com/Seo/get/home,200,OK,Thread Group 1-5,text,false,"The operation lasted too long: It took 2,615 milliseconds, but should not have lasted longer than 1,200 milliseconds.",731,352,5,5,https://server1.cbdbene.com/Seo/get/home,2615,0,1377
1624534093879,3064,https://admin.cbdbene.com/ship/track,200,OK,Thread Group 1-4,text,false,"The operation lasted too long: It took 3,064 milliseconds, but should not have lasted longer than 1,200 milliseconds.",453,445,5,5,https://admin.cbdbene.com/ship/track,3064,0,1190
1624534096623,3016,https://admin.cbdbene.com/ship/track,200,OK,Thread Group 1-5,text,false,"The operation lasted too long: It took 3,016 milliseconds, but should not have lasted longer than 1,200 milliseconds.",453,445,5,5,https://admin.cbdbene.com/ship/track,3016,0,1017
1624534092449,13219,https://cbdbene.com/track-order?,200,OK,Thread Group 1-1,text,false,"The operation lasted too long: It took 13,219 milliseconds, but should not have lasted longer than 1,200 milliseconds.",2782898,16376,5,5,https://cbdbene.com/track-order,345,0,265
1624534092449,345,https://cbdbene.com/track-order?-0,200,OK,Thread Group 1-1,text,true,,8332,475,5,5,https://cbdbene.com/track-order,345,0,265
1624534092862,3904,https://cbdbene.com/track-order?-1,200,OK,Thread Group 1-1,text,true,,138465,548,5,5,https://maps.googleapis.com/maps/api/js?key=AIzaSyBXxXfKy5wtHEO9XniOvGEKPME-_ldClVk&libraries=places&v=3,883,0,557
1624534092862,3577,https://cbdbene.com/track-order?-2,200,OK,Thread Group 1-1,text,true,,123486,500,5,5,https://www.googletagmanager.com/gtag/js?id=G-BBW6MD5G13,694,0,400
1624534092862,4769,https://cbdbene.com/track-order?-3,200,OK,Thread Group 1-1,text,true,,659914,508,5,5,https://cbdbene.com/_next/static/css/85d6f8f8.f309ce91.chunk.css,85,0,0
1624534092863,5015,https://cbdbene.com/track-order?-4,200,OK,Thread Group 1-1,text,true,,439100,508,5,5,https://cbdbene.com/_next/static/css/f7cc760b.d4a411ec.chunk.css,735,0,258
1624534092863,851,https://cbdbene.com/track-order?-5,200,OK,Thread Group 1-1,text,true,,72861,544,5,5,https://cbdbene.com/_next/static/css/55c13778ebbd88ff6d5fac7f9374cb8b843f0128_CSS.06741daa.chunk.css,455,0,147
1624534092863,719,https://cbdbene.com/track-order?-6,200,OK,Thread Group 1-1,text,true,,92691,517,5,5,https://cbdbene.com/_next/static/chunks/polyfills-a504418088e93dadf9aa.js,431,0,145
1624534093584,257,https://cbdbene.com/track-order?-7,200,OK,Thread Group 1-1,text,true,,22601,512,5,5,https://cbdbene.com/_next/static/chunks/main-23a3522d924075707e93.js,254,0,0
1624534093842,367,https://cbdbene.com/track-order?-8,200,OK,Thread Group 1-1,text,true,,14812,515,5,5,https://cbdbene.com/_next/static/chunks/webpack-1213bd7a4a10b8fd2524.js,367,0,0
1624534094027,2577,https://cbdbene.com/track-order?-9,200,OK,Thread Group 1-1,text,true,,155700,517,5,5,https://cbdbene.com/_next/static/chunks/framework.2ca74d9408a02bbf1cd3.js,556,0,0
1624534094210,1697,https://cbdbene.com/track-order?-10,200,OK,Thread Group 1-1,text,true,,74013,516,5,5,https://cbdbene.com/_next/static/chunks/29107295.9592f5d7e31bf9e014c2.js,625,0,0
1624534095909,880,https://cbdbene.com/track-order?-11,200,OK,Thread Group 1-1,text,true,,422,516,5,5,https://cbdbene.com/_next/static/chunks/85d6f8f8.c3c33dcc23d96beb9452.js,880,0,0
1624534096441,1525,https://cbdbene.com/track-order?-12,200,OK,Thread Group 1-1,text,true,,422,516,5,5,https://cbdbene.com/_next/static/chunks/f7cc760b.d6f2610c02ca1f2f8023.js,1525,0,1113
1624534096607,599,https://cbdbene.com/track-order?-13,200,OK,Thread Group 1-1,text,true,,25042,515,5,5,https://cbdbene.com/_next/static/chunks/commons.0fa8e6de66643e2bdbae.js,598,0,0
